醋氨酚	Acetaminophen
遗传标记	genetic marker
基因转变	genetic modification
基因食物	genetic modified foods (GM foods)
基因突变	genetic mutation
基因重组	genetic recombination
基因重组	genetic recombination
基因重组	genetic recombination [ 7ri:kombi5neiFEn]
遗传病筛查	genetic screening
基因变异	genetic variation
基因易变	genetically labile
遗传学	Genetice
遗传学	genetics
基因型比 / 基因型比值	genetypic ratio
基因病	genic disease
膝状体	geniculate body
膝状疱疹	geniculate herpes
膝距束	geniculocalcarine
颏舌肌	genioglossus
颏舌肌	genioglossus
颏舌骨肌	geniohyoid
颏舌骨肌	geniohyoid
栀子苷,栀子甙,京尼平甙,去羟基栀子甙	Geniposide
京尼平苷	Geniposide std.
京尼平苷	Geniposide std.
栀子酸	Geniposidic acid
京尼平苷酸	Geniposidic acid std.
京尼平苷酸	Geniposidic acid std.
染料木黄酮	Genistein
染料木素,染料木甙元, 染料木质素	Genistein
染料木黄酮	Genistein
染料木黄酮-4,7-二甲醚	Genistein-4,7-dimethylether
染料木黄酮-4,7-二甲醚	Genistein-4,7-dimethylether
大豆甙元 8-c-芹菜糖基(1-6)葡萄糖甙	Genistein-8-c-apiosyl-(1-6)glucoside
染料木苷	Genistin
染料木甙,	Genistin
染料木苷	Genistin
生殖器疱疹	genital hepes
生殖器	genital organs
生殖器疣	genital warts
生殖道尖锐湿疣	genital warts
生殖道尖锐湿疣	genital warts
生殖器官	genitalia
芫花素	Genkwanin
芫花素	Genkwanin
染色体基因，基因组	genome
染色体基因，基因组	genome
基因组 / 染色体组	genome
基因组	genome
基因组,染色体组	genome
基因组,染色体组	genome
基因组突变	genome mutation
基因组变异	genome variation
染色体基因，基因组	genome [ 5dVi:nEum]
基因组文库	genomic library
基因型	genotype
基因型	genotype
基因型频率	genotype frequency
庆大霉素	Gentamicin
庆大霉素	Gentamicin
庆大霉素	gentamicin
甲紫	Gentian Violet；Methyl Violet；Methylrosanilinium Chloride
龙胆(宁)碱,秦艽碱甲	Gentianine
龙胆三糖	Gentianose
龙胆三糖	Gentianose
龙胆苦甙	Gentiopicrin
龙胆苦甙	Gentiopicroside
龙胆酸	Gentisic Acid
2,5-二羟基苯甲酸	Gentisic acid
2,5-二羟基苯甲酸	Gentisic acid
温和的	Gentle
温和的	Gentle
温和的	gentle
温和的	Gentle
内囊膝	genu of internal capsule
吉培福林	Gepefrine
吉哌隆	Gepirone
蛤壳	Geqiao Clam Shell Concha Meretricis seu Cyclinae
香叶醇	Geraniol
香叶醇	Geraniol
香叶醇	Geraniol
香叶醇	Geraniol
香叶醇乙酸酯	Geranyl acetate
香叶醇乙酸酯	Geranyl acetate
老年医学	geriatric medicine
格拉赫网(脊髓神经节细胞树状突的一种明显的但不是真的网织)	Gerlach's nerwork
惹利埃病(地方性麻痹性眩晕)	Gerlier's disease
惹利埃综合征(地方性麻痹性眩晕)	Gerlier's syndrome
病菌	germ
种系	germ line
杀菌剂	germicide
老年学，老年医学	gerontology
吉罗酚	Geroquinol
古斯曼综合征(优势半球角回损害)	Gerstmann syndrome
孕氯酮	Gestaclone
孕二烯酮	Gestodene
孕诺酮	Gestonorone
己酸孕诺酮	Gestonorone Caproate
孕三烯酮	Gestrinone
失控	get out of hand
失控	get out of hand
吉伏曲林	Gevotroline
肾小球滤过率	GFR glomerular filtration rate
gamma-谷氨酰胺酰-4-羟基苯	GHB(gamma-Glutaminyl-4-hydroxybenzene)
gamma-谷氨酰胺酰-4-羟基苯	GHB(gamma-Glutaminyl-4-hydroxybenzene)
巨细胞动脉周围炎	giant cell periarteritis
巨细胞瘤	giant cell tumor
巨染色体	giant chromosome
虎杖	Giant Knotweed Rhizome
红旱莲	Giant St.John'swort Herb
白附子	Giant Typhonium Rhizome
走马胎	Giantleaf Ardisia Rhizome
赤霉素/赤霉酸	Gibberellic acid
赤霉素/赤霉酸	Gibberellic acid
配子输卵管内移植	GIFT gamete intra fallopian transfer
巨人症	gigantism
多发性抽动－秽语综合征	gilles de la tourette syndrome
姜	ginger
6-姜辣醇	Gingerol
8-姜辣醇	Gingerol
姜辣素	Gingerol
齿龈炎	gingivitis
牙龈炎	Gingivitis
银杏双黄酮,银杏黄素,白果双黄酮,银杏亭	Ginkgetin
银杏	Ginkgo
银杏叶	Ginkgo Leaf
白果	Ginkgo Seed
A银杏内酯A	Ginkgolide
B银杏内酯B	Ginkgolide
银杏内酯 A	Ginkgolide A
银杏内酯A	Ginkgolide A
银杏内酯 B	Ginkgolide B
银杏内酯B	Ginkgolide B
银杏内酯 C	Ginkgolide C
银杏内酯 J	Ginkgolide J
银杏总内酯	Ginkgolides(90%)
人参	Ginseng
人参皂苷Rb1	Ginsenoside Rb1
人参皂苷Rb1	Ginsenoside Rb1
人参皂甙 Rb1	Ginsenoside Rb1 (CAS# 41753-43-9)
人参皂苷Rb1	Ginsenoside Rb1 std.
人参皂苷Rb1	Ginsenoside Rb1 std.
人参皂苷Rb2	Ginsenoside Rb2
人参皂甙 Rb2	Ginsenoside Rb2
人参皂苷Rb2	Ginsenoside Rb2
人参皂甙 Rb3	Ginsenoside Rb3 (CAS#68403-26-8)
人参皂苷Rc	Ginsenoside Rc
人参皂苷Rc	Ginsenoside Rc
人参皂苷Rc	Ginsenoside Rc
人参皂甙 Rc	Ginsenoside Rc (CAS# 11021-14-0)
人参皂苷Rd	Ginsenoside Rd
人参皂苷Rd	Ginsenoside Rd
人参皂甙 Rd	Ginsenoside Rd (CAS# 52705-93-87)
人参皂苷Rd	Ginsenoside Rd std.
人参皂苷Rd	Ginsenoside Rd std.
人参皂苷Re	Ginsenoside Re
人参皂苷Re	Ginsenoside Re
人参皂甙 Re	Ginsenoside Re (CAS# 51542-56-4)
人参皂苷Re	Ginsenoside Re std.
人参皂苷Re	Ginsenoside Re std.
人参皂苷Rf	Ginsenoside Rf
人参皂甙 Rf	Ginsenoside Rf
人参皂苷Rf	Ginsenoside Rf
人参皂苷Rg1	Ginsenoside Rg1
人参皂苷Rg1	Ginsenoside Rg1
人参皂甙 Rg1	Ginsenoside Rg1 (CAS# 22427-39-0)
人参皂苷Rg1	Ginsenoside Rg1 std.
人参皂苷Rg1	Ginsenoside Rg1 std.
人参皂甙 Rh1	Ginsenoside Rh1
人参皂甙 Ro	Ginsenoside Ro
人参皂甙 RT5	Ginsenoside RT5
人参皂苷试剂包	Ginsenosides Kit
人参皂苷试剂包	Ginsenosides Kit
吉帕孟	Giparmen
吉拉达唑	Giracodazole
吉拉克肽	Giractide
红药子	Girald Pteroxygonum Root
吉立索泮	Girisopam
女孩	girl
女婴	girl
无定形吉他林	Gitalin Amorphous
无定形吉他林	Gitalin Amorphous
吉他洛辛	Gitaloxin
吉妥福酯	Gitoformate
芰皂配基	Gitoxigenin
芰皂配基	Gitoxigenin
芰皂素	Gitoxin
芰皂素	Gitoxin
眉间反射	glabellar reflex
土茯苓	Glabrous Greenbrier Rhizome
肿节风	Glabrous Sarcandra Herb
格拉非宁	Glafenine
豨莶草	Glandularstalk St.PaulswortHerb / Common St.Paulswort Herb
格拉斯哥昏迷计分	Glasgow coma scale
格拉莫德	Glaspimob
格劳卡昔	Glaucarubin
青光眼	glaucoma
青光眼	glaucoma
格拉齐文	Glaziovine
格来色林	Glemanserin
格仑伐地汀	Glenvastatin
葡庚糖酐铁	Gleptoferron
葡庚糖酐铁	Gleptoferron
喉痉挛	glettic spasm
神经胶质	glia
胶质界膜	glia limitans membrane
神经胶质细胞	gliacyte
胶质丝	glial filament
格列胺脲	Gliamilide
格列本脲	Glibenclamide；Glyburide
格列波脲	Glibornuride
格列丁胺	Glibutimine
格列卡胺	Glicaramide
格列他尼	Glicetanile
格列齐特	Gliclazide
格列康胺	Glicondamide
格列达脲	Glidazamide
格列嘧啶钠	Glidiazine；Glymidine Sodium
格列氟胺	Gliflumide
格列美脲	Glimepiride
成神经胶质细胞	glioblast
成胶质细胞瘤	glioblastoma
神经胶质细胞瘤	gliocytoma
神经胶质原纤维的	gliofibrillary
神经胶质原的	gliogenous
神经胶细胞: 神经胶细胞瘤	glioma
胶质瘤	glioma
神经胶质瘤病	gliomatosis
吞噬神经胶质作用	gliophagia
神经胶质毡	gliopil
神经胶质肉瘤	gliosarcoma
视网膜神经胶质肉瘤	gliosarcoma retinae
胶质增生	gliosis
神经胶质粒	gliosome
格列酰胺	Glipalamide
格列戊脲	Glipentide
格列吡嗪	Glipizide
格列喹酮	Gliquidone
格列沙脲	Glisamuride
格列生脲	Glisentide
格列吲胺	Glisindamide
格列索脲	Glisolamide
格列派特	Glisoxepide
治白血症药	Glivec
完全性失语	global aphasia
全球涵盖范围	global coverage
全球涵盖范围	global coverage
全面性痴呆	global dementia
千日红	Globeamaranth Flower
珠蛋白	globin
珠蛋白	globin [ 5glEubin]
类球状细胞白质营养不良症	globoid cell leukodystrophy
球蛋白	globulin
球管平衡	glomerulotubular balance
舌咽神经	glossopharyngeal n.
灵芝	glossy ganoderma
女贞子	Glossy Privet Fruit
灼热丝试验仪	Glow Wire Tester
格洛沙腙	Gloxazone
格洛莫南	Gloximonam
高血糖素	Glucagon
高血糖素，胰高血糖素	glucagon
胰高血糖素	glucagon
羟甘铝	Glucalox
羟甘铝	Glucalox
葡美辛	Glucametacin
葡美辛	Glucametacin
糖皮质激素	glucocorticoid
糖皮质激素	glucocorticoid
葡欧鼠李苷	Glucofrangulin
葡欧鼠李苷	Glucofrangulin
生糖氨基酸	glucogenic amino acid
生糖氨基酸	glucogenic amino acid [ 7glu:kEu5dVenik 5AminEu 5Asid]
葡萄糖激酶	glucokinase
葡萄糖激酶	glucokinase [ 7glu:kEu5kaineis]
糖(原)异生作用	gluconeogenesis
糖(原)异生作用	gluconeogenesis [ 7glu:kEu7ni:Eu5dVenisis]
葡烟腙	Gluconiazone；Glyconiazid
葡烟腙	Gluconiazone；Glyconiazid
氨基葡萄糖	Glucosamine
葡萄胺	glucosamine
硫酸葡糖胺	glucosamine sulfate
葡萄糖耐量因子	glucose tolerance factor
6-磷酸葡萄糖脱氢?	glucose-6-phosphate dehydrogenase
葡磺胺	Glucosulfamide
葡磺胺	Glucosulfamide
葡胺苯砜	Glucosulfone
葡胺苯砜	Glucosulfone
糖尿病新药	Glucovance
葡醛内酯	Glucurolactone
葡醛内酯	Glucurolactone
葡罗酰胺	Glucuronamide
葡罗酰胺	Glucuronamide
葡萄糖脑苷脂沉积症	glueocerebrosidoses
葡烟酯	Glunicate
葡烟酯	Glunicate
葡索铁	Glusoferron
葡索铁	Glusoferron
谷氨酸	Glutamic Acid
谷氨酸	glutamic acid
谷氨酸侧链	Glutamic acid side chain
谷氨酸	glutamic acid [ glu:5tAmik]
谷氨酰胺酶	glutaminase
谷氨酰胺酶	glutaminase [ 5glu:tEmineis]
谷氨酰胺	glutamine
谷氨酸盐侧链	Glutamine side chain
谷氨酰胺	glutamine [ 5glu:tEmi:n]
戊二醛	Glutaral
戊二醛	Glutaral
戊二酸	Glutaric acid
戊二酸	Glutaric acid
谷胱甘肽	Glutathione
谷胱甘肽	glutathione
谷胱甘肽	glutathione [ 7glu:tE5WaiEun]
谷胱甘肽	Glutathione(oxidized form)
谷胱甘肽	Glutathione(oxidized form)
偏瘫步态(臀中肌瘫痪)	gluteal gait
臀反射	gluteal reflex
麸质	gluten
格鲁米特	Glutethimide
导眠能	glutethimide
臀大肌	gluteus maximus
臀大肌	gluteus maximus
臀大肌	gluteus maximus m.
臀中肌	gluteus medius
臀中肌	gluteus medius
臀小肌	gluteus minimus
臀小肌	gluteus minimus
糯稻根	Glutinosae Rice Root
格列噻唑	Glybuthiazole
甘胂米特	Glycarsamide
甘油	Glycerin；Glycerol
甘油	glycerol
甘油	glycerol [ 5glisErol]
硝酸甘油	Glyceryl Trinitrate；Nitroglycerin
甘油酰-1-单硬脂酸	Glyceryl-1-monostearate
甘油酰-1-单硬脂酸	Glyceryl-1-monostearate
甘氨酸	Glycine
甘氨酸	glycine
甘氨酸	Glycine
甘氨酸	Glycine
甘氨酸	Glycine
氨基乙酸	Glycine
甘氨酸	glycine [ 5glaisi:n]
格列吡脲	Glyclopyramide
甘铋胂	Glycobiarsol
糖萼	glycocalyx
牛胆酸钠	Glycocholate sodium
甘氨胆酸	Glycocholic acid
甘胆酸	Glycocholic acid
甘氨胆酸	Glycocholic acid
复合糖，糖缀合物，糖轭合物	glycoconjugates
糖原	glycogen
糖原	glycogen
糖原磷酸化酶	glycogen phosphorylase
糖原磷酸化酶	glycogen phosphorylase [ fos5forileis]
糖原沉积病	glycogen storage diseases
糖原合成酶	glycogen synthase
糖原合成酶	glycogen synthase [ 5sinWeis(z)]
糖原	glycogen [ 5glaikEudV(E)n]
糖化血红蛋白	glycolated hemoglobin
糖脂	glycolipid
糖酵解	glycolysis
糖酵解	glycolysis [ glai5kolisis]
糖蛋白	glycoprotein
格隆溴铵	Glycopyrrolate Bromide；Glycopyrronium Bromide
糖基转移酶	glycosyltransferase
格列环脲	Glycyclamide
甘草次酸	Glycyrrhetinic Acid
甘草次酸	Glycyrrhetinic acid
甘草酸,甘草皂甙,甘草甜素	Glycyrrhizic acid
甘草酸,甘草皂甙,甘草甜素	Glycyrrhizin
氨化甘草甜	Glycyrrhizin ammoniacal
氨化甘草甜	Glycyrrhizin ammoniacal
甘草甜素	Glycyrrhizin std.
甘草甜素	Glycyrrhizin std.
甘草酸单铵盐	Glycyrrhizinic acid monoammonium salt
甘草酸单钾盐	Glycyrrhizinic acid monopotassium salt
甘磷酰芥	Glyfosfin
格列己脲	Glyhexamide
美他己脲	Glyhexylamide；Metahexamide
格列辛脲	Glyoctamide
格列帕脲	Glyparamide
格列平脲	Glypinamide
格列丙唑	Glyprothiazole
格列布唑	Glysobuzole；Isobuzole
促性腺激素释放激素	Gn-RH gonadotropin releasing hormone
促性腺素释放激素激动剂(类似物)	Gn-RH-a gonadotropin releasing hormone agonist(analogue)
甲状腺肿	goiter
金硫丁二钠	Gold Sodium Thiomalate；Sodium Aurothiomalate
土荆皮	Golden Larch Bark
黄连	Golden Thread
假麻痹性重症肌无力	Goldflam's disease
黄毛耳草	Goldhair Hedyotis Herb
胶体金[198Au]	Gold[198Au] Colloidal
高尔夫球运动	golf
高尔基器或高尔基体	Golgi apparatus or Golgi body
高尔基复合体	Golgi complex
高尔基囊泡	Golgi saccule
高尔基腱器官	Golgi tendon organ
高尔基体	Golgi's complex
高尔基小体(在腱内腱与肌肉纤维接合处的一种腱梭)	Golgi's corpuscle
高尔基混合染色法(染神经细胞及其全部细胞突)	Golgi's mixed staining method
高尔基Ⅰ型神经细胞(具有长轴索的锥体细胞)	Golgi's type Ⅰ neurons
高尔基Ⅱ型神经细胞(具有短轴索的星状细胞)	Golgi's type Ⅱ neurons
戈尔纤维(从薄束核延伸到小脑蚓部)	Goll's fibers
戈尔核(薄束核)	Goll's nucleus
脊髓薄束	Goll's tract
贡博-菲利普三角(脊髓圆锥内,由隔缘束的纤维形成)	Gombault-Philippe triangle
五味子醇乙, 五味子醇B	Gomisin A(Schisandrol B)
五味子酯乙	Gomisin B(Schisantherin B)
五味子酯甲	Gomisin C(Schisantherin A)
戈那瑞林	Gonadorelin
促性腺激素	gonadotropin
促性腺激素	gonadotropin
功勞叶	Gonglaoye Leatherleaf mahonia leaf Folium Mahoniae
颅角测量法	goniocraiometry
下颌角点	gonion
淋病	gonorrhea
淋病	gonorrhea
淋病	gonorrhea
淋病	gonorrhea
良好姿势	good posture
牛筋草	Goosegrass Herb
戈雷拉肽	Goralatide
芡实	Gordon Euryale Seed
戈登征	Gordon sign
戈登反射(倒错性屈肌反射)	Gordon's reflex
戈登试验(检脑脊液球蛋白及白蛋白)	Gordon's test
戈舍瑞林	Goserelin
棉子皮亭-3,3,4,7-四甲醚	Gossypetin-3,3,4,7-tetramethylether
棉子皮亭-3,3,4,7-四甲醚	Gossypetin-3,3,4,7-tetramethylether
棉纤维素	Gossypin
棉纤维素	Gossypin
棉酚	Gossypol
棉子酚乙酸酯	Gossypol acetate
棉子酚乙酸酯	Gossypol acetate
狗脊	Gouji Cibot Rhizome Rhizoma Cibotii
枸杞子	Gouqizi Barbary Wolfberry Fruit Fructus Lycii
痛风	gout
钩藤	Gouteng Gambir Plant Ramulus Uncariae cum Uncis
跳跃性痉挛	Gowers myopathy
高乐斯征	Gowers sign
前叩击收缩	Gower's contraction
高尔斯综合征(血管迷走神经性发作)	Gower's syndrome
脊髓小脑前束	Gower's tract
磷酸甘油酸脂	GP (glycerate phosphate)
断肠草	Graceful Jessamine Herb
股薄肌	gracilis
股薄肌	gracilis
格拉代尼果综合征(中耳化脓性疾病时的外展神经麻痹及单侧头痛)	Gradenigo's syndrome
进行性眼肌麻痹	Graefe's disease
革兰染色法	Gram staining
gamma-丁位辛内酯	grama-Octalactone
gamma-丁位辛内酯	grama-Octalactone
短杆菌肽	Gramicidin
短杆菌肽S	Gramicidin S
芦竹碱	Gramine
芦竹碱	Gramine
大发作	grand mal
榧子	Grand Torreya Seed
短嘴老鹳草	Granesbill Herb
格拉司琼	Granisetron
脑脊液动力学检查	Grant test
颗粒性萎缩肾	granular atrophic kidney
颗粒内质网	granular endoplasmic reticulum
粒层(小脑皮质)	granular layer
肉芽组织	granulation tissue
肉芽肿	granuloma
葡萄汁	grape jiuce
葡萄酒	grape wine
皮肤书写觉丧失	graphanesthesia
皮肤书写觉	graphethesia
边缘安全	GRAS-Generally Recognized as Safe
格腊希失语(遗忘性失语)	Grashey's aphasia
强握反射	grasp reflex
格腊希-果塞尔-胡佛征	Grasset-Gaussel-Hoover sign
格腊希现象(在不全偏瘫时,患者能将两下肢分别举起,而不能同时举起)	Grasset's phenomenon
石菖蒲	Grassleaf Sweelflag Rhizome
光栅	grating
光栅常量	grating constant
灰色	gray
灰婴综合征	gray baby syndrome
白发	gray hair
灰质	gray matter
灰网状质	gray reticular formation
灰质	gray substance
灰质	gray substance
牛蒡子	Great Burdock Achene
大隐静脉	great saphenous v.
柳兰	Great Willowherb Herb
白屈菜	Greater Celandine Herb
大网膜	greater omentum
大网膜	greater omentum
坐骨大孔	greater sciatic foramen
绿色	green
狗尾草	Green Bristlegrass Herb
青皮	Green Tangerine Peel
绿茶	Green tea
温室效应	greenhouse effect
格帕沙星	Grepafloxacin
肢带肌	gridle muscle
悲痛	grief
灰黄霉素	Griseofulvin
灰黄霉素	Griseofulvin
灰黄霉素	Griseofulvin
灰黄霉素	griseofulvin
呻吟	groaning
罗汉果	Grosvener Siraitia
绞牛肉	ground beef
土鳖虫	Ground Beeltle
磨砂刷（磨刷帚）	ground brush
基态	ground state
B组链球菌	group B streptococcus
收入差距越來越大	growing income disparities
收入差距越來越大	growing income disparities
生长	growth
生长激素	growth hormone
妊娠滋养细胞疾病	GTD gestational trophoblastic disease
鸟三磷酸	GTP (guanine triphosphate)
妊娠滋养细胞肿瘤	GTT gestational trophoblastic tumor
胍苯克生	Guabenxan
胍西替柳	Guacetisal
胍非卡诺	Guafecainol
愈创树酯	Guaiac
愈创树酯	Guaiac
愈创木酚	Guaiacol
愈创木酚	Guaiacol
愈创木酚	Guaiacol
愈创木酚	Guaiacol
愈创木酚甲醚	Guaiacol methylether
愈创木酚甲醚	Guaiacol methylether
愈创他明	Guaiactamine
愈创哌特	Guaiapate
愈创蓝油烃	Guaiazulene
胍依托林	Guaietolin
愈创甘油醚	Guaifenesin；Guaiphenesin
愈创茶碱	Guaifylline
胍美柳	Guaimesal
愈创醇	Guaiol
愈创醇	Guaiol
愈创司坦	Guaisteine
瓜蒌	Gualou Snakegourd Fruit Fructus Trichosanthis
瓜蒌皮	Gualoupi Snakegourd Peel Pericarpium Trichosanthis
瓜蒌子	Gualouzi Snakegourd Seed Semen Trichosanthis
胍甲环素	Guamecycline
胍那苄	Guanabenz
胍那决尔	Guanadrel
胍那佐定	Guanazodine
胍西定	Guancidine；Guancydine
胍氯芳	Guanclofine
胍乙啶	Guanethidine
胍乙啶	Guanethidine
胍法辛	Guanfacine
茴胍卡因	Guanicaine；Phenodianisyl
碳酸胍	Guanidine carbonate
碳酸胍	Guanidine carbonate
鸟嘌呤	Guanine
鸟嘌呤	Guanine
鸟嘌呤	Guanine
腺苷--核嘧啶G-C结对	Guanine-Cytosine Pair G-C
胍尼索喹	Guanisochin；Guanisoquine
關木通	Guanmutong Manchurian Dutchmanspipe Stem Caulis Aristolochiae Manshuriensis
胍氯酚	Guanoclor
胍诺克汀	Guanoctine
鸟苷	guanosine
鸟苷	Guanosine
鸟苷	guanosine [ 5gwa:nEsi:n]
胍诺沙苄	Guanoxabenz
胍生	Guanoxan
胍诺西芬	Guanoxyfen
贯众	Guanzhong Cyrtomium Rhizome Rhizoma Cyrtomii
番石榴叶	Guava Leaf
瓜叶乌头碱 A	Guayewuanine A
瓜叶乌头碱 B	Guayewuanine B
古布累偏瘫(交*性偏瘫)	Gubler's hemiplegia
古布累线(连结脑桥下第五脑神经各根起点的想象线)	Gubler's line
交叉性偏瘫	Gubler's tumor
视上连合	Gudden's commissure
